,offence,Highest Offense Code,Occurred Date Time,Date,Time,LocType,Address,Zip Code,Council District,X,Y,Latitude,Longitude,Location
1035,THEFT FROM PERSON,610,02/27/2019 02:36:00 PM,27-02-2019,1436,RESIDENCE / HOME,1413 CLEARFIELD DR,78758,4,3122339,3122339,30.35727579,-97.71495648,"(30.35727579, -97.71495648)"
1052,THEFT,600,02-08-2019 06:00,08-02-2019,600,RESIDENCE / HOME,13401 METRIC BLVD,78727,7,3132679,3132679,30.42353362,-97.68034089,"(30.42353362, -97.68034089)"
1061,THEFT,600,03/28/2019 03:27:00 PM,28-03-2019,1527,DRUG STORE / DR. OFFICE / HOSPITAL,3300 W ANDERSON LN,78757,7,3113624,3113624,30.36198207,-97.74246935,"(30.36198207, -97.74246935)"
1086,THEFT,600,03/20/2019 05:00:00 PM,20-03-2019,1700,RESIDENCE / HOME,7207 E MEADOW BEND DR,78724,1,3150993,3150993,30.29839052,-97.6257333,"(30.29839052, -97.6257333)"
1094,THEFT OF BICYCLE,609,03/15/2019 12:00:00 AM,15-03-2019,0,OTHER / UNKNOWN,1510 E 2ND ST,78702,3,3118954,3118954,30.25966584,-97.72832815,"(30.25966584, -97.72832815)"
1096,THEFT,600,01/29/2019 04:54:00 PM,29-01-2019,1654,COMMERCIAL / OFFICE BUILDING,4040 S LAMAR BLVD SB,78704,5,3098089,3098089,30.23731064,-97.79502108,"(30.23731064, -97.79502108)"
1098,AGG ASSAULT FAM/DATE VIOLENCE,402,04-02-2019 05:00,02-04-2019,500,RESIDENCE / HOME,2504 HUNTWICK DR,78741,3,3119484,3119484,30.22527133,-97.72757724,"(30.22527133, -97.72757724)"
1099,THEFT BY SHOPLIFTING,607,03/31/2019 03:20:00 AM,31-03-2019,320,DEPARTMENT / DISCOUNT STORE,5401 N IH 35 SVRD NB,78723,4,3124904,3124904,30.31337832,-97.70801648,"(30.31337832, -97.70801648)"
1102,BURGLARY OF VEHICLE,601,03/28/2019 06:00:00 AM,28-03-2019,600,PARKING LOTS / GARAGE,9721 ARBORETUM BLVD,78759,10,3111037,3111037,30.39242346,-97.74985889,"(30.39242346, -97.74985889)"
1103,BURGLARY NON RESIDENCE,502,03/26/2019 09:00:00 PM,26-03-2019,2100,PARKING LOTS / GARAGE,1300 E RIVERSIDE DR,78741,9,3117278,3117278,30.24849791,-97.73393882,"(30.24849791, -97.73393882)"
1115,AGG ASSAULT,402,02/28/2019 09:24:00 PM,28-02-2019,2124,RESTAURANTS,300 S LAMAR BLVD SB,78704,5,3109369,3109369,30.26286603,-97.75861046,"(30.26286603, -97.75861046)"
1132,AGG ASSAULT FAM/DATE VIOLENCE,402,04-02-2019 16:01,02-04-2019,1601,STREETS / HWY / ROAD / ALLEY,401 CHAPARRAL RD,78745,2,3104248,3104248,30.1876551,-97.77682704,"(30.1876551, -97.77682704)"
1133,AUTO THEFT,700,02-01-2019 08:00,01-02-2019,800,PARKING LOTS / GARAGE,702 LAMAR PL,78752,4,3120451,3120451,30.33148722,-97.7216425,"(30.33148722, -97.7216425)"
1151,THEFT OF BICYCLE,609,03/21/2019 12:00:00 PM,21-03-2019,1200,STREETS / HWY / ROAD / ALLEY,W 3RD ST / NUECES ST,78701,9,3112221,3112221,30.26681849,-97.74946856,"(30.26681849, -97.74946856)"
1161,BURGLARY NON RESIDENCE,502,01/27/2019 04:52:00 AM,27-01-2019,452,SPECIALTY  STORE (TV  FUR ETC.),12901 N IH 35 SVRD NB,78753,7,3135967,3135967,30.41525806,-97.67013449,"(30.41525806, -97.67013449)"
1166,THEFT,600,03-11-2019 08:30,11-03-2019,830,HOTEL / MOTEL / ETC.,4200 S IH 35 SVRD SB,78745,3,3111293,3111293,30.21494929,-97.7537948,"(30.21494929, -97.7537948)"
1178,AUTO THEFT,700,01/25/2019 06:20:00 AM,25-01-2019,620,RESIDENCE / HOME,12111 SHROPSHIRE BLVD,78753,1,3139922,3139922,30.38583771,-97.65840006,"(30.38583771, -97.65840006)"
1203,BURGLARY OF VEHICLE,601,03/30/2019 03:00:00 PM,30-03-2019,1500,RESIDENCE / HOME,1647 RUTLAND DR,78758,4,3122927,3122927,30.37378575,-97.71264307,"(30.37378575, -97.71264307)"
1208,THEFT,600,02/21/2019 05:12:00 PM,21-02-2019,1712,RESIDENCE / HOME,1230 E 38TH HALF ST,78722,9,3122242,3122242,30.29419622,-97.7169752,"(30.29419622, -97.7169752)"
1228,BURGLARY OF VEHICLE,601,03/29/2019 03:40:00 PM,29-03-2019,1540,RESIDENCE / HOME,2508 LOYOLA LN,78723,1,3134957,3134957,30.31803553,-97.67601978,"(30.31803553, -97.67601978)"
1233,THEFT FROM AUTO,603,03/28/2019 10:00:00 AM,28-03-2019,1000,PARKING LOTS / GARAGE,7522 N IH 35 SVRD NB,78752,4,3126812,3126812,30.33644901,-97.70133879,"(30.33644901, -97.70133879)"
1242,THEFT,600,03/14/2019 10:00:00 AM,14-03-2019,1000,OTHER / UNKNOWN,4400 MANCHACA RD,78745,5,3100069,3100069,30.22954718,-97.78895401,"(30.22954718, -97.78895401)"
1245,BURGLARY OF VEHICLE,601,03/30/2019 05:00:00 PM,30-03-2019,1700,PARKING LOTS / GARAGE,201 LAVACA ST,78701,9,3113238,3113238,30.26529387,-97.74628707,"(30.26529387, -97.74628707)"
1247,THEFT FROM AUTO,603,02/24/2019 12:00:00 PM,24-02-2019,1200,PARKING LOTS / GARAGE,9721 ARBORETUM BLVD,78759,10,3111037,3111037,30.39242346,-97.74985889,"(30.39242346, -97.74985889)"
1252,THEFT,600,03/29/2019 09:30:00 PM,29-03-2019,2130,PARKING LOTS / GARAGE,2300 W BEN WHITE BLVD SVRD WB,78704,5,3098945,3098945,30.23282024,-97.79242787,"(30.23282024, -97.79242787)"
1256,BURGLARY NON RESIDENCE,502,02/18/2019 03:49:00 AM,18-02-2019,349,SPECIALTY  STORE (TV  FUR ETC.),4700 LOYOLA LN,78723,1,3138094,3138094,30.30965417,-97.66630649,"(30.30965417, -97.66630649)"
1263,THEFT BY SHOPLIFTING,607,03/31/2019 03:00:00 PM,31-03-2019,1500,DEPARTMENT / DISCOUNT STORE,1508 MONTOPOLIS DR,78741,3,3127718,3127718,30.22849052,-97.70141131,"(30.22849052, -97.70141131)"
1276,AUTO THEFT,700,03/13/2019 10:00:00 PM,13-03-2019,2200,RESIDENCE / HOME,4500 S US 183 HWY SB,78744,2,3132520,3132520,30.18627457,-97.68735871,"(30.18627457, -97.68735871)"
1291,BURGLARY OF RESIDENCE,500,02-12-2019 10:47,12-02-2019,1047,RESIDENCE / HOME,12401 KNOWELL DR,78753,7,3142992,3142992,30.39247616,-97.64847579,"(30.39247616, -97.64847579)"
1308,THEFT,600,03-08-2019 21:30,08-03-2019,2130,RESIDENCE / HOME,8400 BEECH DR,78758,4,3122360,3122360,30.35791491,-97.71487253,"(30.35791491, -97.71487253)"
1311,THEFT,600,03-06-2019 09:30,06-03-2019,930,STREETS / HWY / ROAD / ALLEY,1200 E RUNDBERG LN,78753,4,3133267,3133267,30.35410098,-97.68038584,"(30.35410098, -97.68038584)"
1327,BURGLARY OF VEHICLE,601,03/28/2019 08:30:00 PM,28-03-2019,2030,STREETS / HWY / ROAD / ALLEY,W MARY ST / S 1ST ST,78704,9,3110221,3110221,30.24656333,-97.75634617,"(30.24656333, -97.75634617)"
1334,AGG ASLT STRANGLE/SUFFOCATE,410,03/30/2019 04:34:00 AM,30-03-2019,434,RESIDENCE / HOME,1029 TRACI MICHELLE DR,78660,7,3139629,3139629,30.43849137,-97.65786861,"(30.43849137, -97.65786861)"
1335,THEFT,600,03/26/2019 02:35:00 PM,26-03-2019,1435,OTHER / UNKNOWN,6733 S CONGRESS AVE,78745,2,3103531,3103531,30.1925521,-97.7789675,"(30.1925521, -97.7789675)"
1351,BURGLARY OF VEHICLE,601,03/29/2019 08:00:00 PM,29-03-2019,2000,PARKING LOTS / GARAGE,3111 PALM WAY,78758,7,3120202,3120202,30.40249226,-97.72050904,"(30.40249226, -97.72050904)"
1353,BURGLARY OF VEHICLE,601,04-01-2019 21:00,01-04-2019,2100,PARKING LOTS / GARAGE,6010 N LAMAR BLVD,78757,7,3119498,3119498,30.32918195,-97.72472643,"(30.32918195, -97.72472643)"
1356,BURGLARY NON RESIDENCE,502,04-02-2019 13:30,02-04-2019,1330,RESIDENCE / HOME,2401 ALDRICH ST,78723,9,3126847,3126847,30.302353,-97.70215773,"(30.302353, -97.70215773)"
1365,THEFT,600,03/27/2019 12:00:00 PM,27-03-2019,1200,OTHER / UNKNOWN,6505 BURLESON RD,78744,2,3123881,3123881,30.2039507,-97.71422951,"(30.2039507, -97.71422951)"
1368,THEFT BY SHOPLIFTING,607,03/23/2019 04:20:00 PM,23-03-2019,1620,DEPARTMENT / DISCOUNT STORE,504 CONGRESS AVE,78701,9,3114091,3114091,30.26751809,-97.74352474,"(30.26751809, -97.74352474)"
1380,BURGLARY OF VEHICLE,601,03/31/2019 06:04:00 AM,31-03-2019,604,STREETS / HWY / ROAD / ALLEY,208 VERRADO PATH,78748,2,3100646,3100646,30.17950643,-97.78844509,"(30.17950643, -97.78844509)"
1389,THEFT FROM AUTO,603,02/22/2019 09:01:00 AM,22-02-2019,901,PARKING LOTS / GARAGE,8601 ANDERSON MILL RD,78729,6,3104773,3104773,30.4554496,-97.76805519,"(30.4554496, -97.76805519)"
1392,AUTO THEFT,700,03/15/2019 02:00:00 PM,15-03-2019,1400,STREETS / HWY / ROAD / ALLEY,4600 BLOCK LEDESMA RD,78721,1,3130958,3130958,30.2740773,-97.68990168,"(30.2740773, -97.68990168)"
1395,BURGLARY OF RESIDENCE,500,04-04-2019 07:00,04-04-2019,700,RESIDENCE / HOME,4602 SOUTH FOREST DR,78745,5,3100497,3100497,30.22264535,-97.78778035,"(30.22264535, -97.78778035)"
1399,THEFT,600,03/29/2019 12:00:00 PM,29-03-2019,1200,ABANDONED/CONDEMNED STRUCTURE,902 WILLOW ST,78702,3,3116653,3116653,30.26020412,-97.73560382,"(30.26020412, -97.73560382)"
1403,THEFT FROM PERSON,610,03/27/2019 12:19:00 PM,27-03-2019,1219,STREETS / HWY / ROAD / ALLEY,700 SAN MARCOS ST,78702,1,3117807,3117807,30.26600699,-97.73179128,"(30.26600699, -97.73179128)"
1405,AGG ASLT STRANGLE/SUFFOCATE,410,02-10-2019 15:56,10-02-2019,1556,RESIDENCE / HOME,401 CHAPARRAL RD,78745,2,3104248,3104248,30.1876551,-97.77682704,"(30.1876551, -97.77682704)"
1411,BURGLARY OF VEHICLE,601,04-01-2019 10:33,01-04-2019,1033,PARKING LOTS / GARAGE,500 BLOCK BRAZOS ST,78701,9,3114590,3114590,30.26701609,-97.74195713,"(30.26701609, -97.74195713)"
1413,THEFT FROM AUTO,603,02/26/2019 03:30:00 AM,26-02-2019,330,PARKING LOTS / GARAGE,12345 LAMPLIGHT VILLAGE AVE,78758,7,3127899,3127899,30.41260065,-97.6958102,"(30.41260065, -97.6958102)"
1415,BURGLARY OF VEHICLE,601,03/31/2019 06:15:00 PM,31-03-2019,1815,PARKING LOTS / GARAGE,11617 RESEARCH BLVD SVRD NB,78759,6,3112144,3112144,30.41561637,-97.74572438,"(30.41561637, -97.74572438)"
1434,THEFT BY SHOPLIFTING,607,03/17/2019 06:00:00 PM,17-03-2019,1800,COMMERCIAL / OFFICE BUILDING,7112 ED BLUESTEIN BLVD SB,78723,1,3138859,3138859,30.31255869,-97.66380113,"(30.31255869, -97.66380113)"
1438,AUTO THEFT,700,03/25/2019 01:30:00 PM,25-03-2019,1330,STREETS / HWY / ROAD / ALLEY,2200 BLOCK WILLOW ST,78702,3,3121343,3121343,30.25496799,-97.7208863,"(30.25496799, -97.7208863)"
1443,THEFT OF LICENSE PLATE,614,02/27/2019 02:00:00 AM,27-02-2019,200,AUTO DEALERSHIP NEW / USED,5519 E BEN WHITE BLVD SVRD EB,78744,2,3121074,3121074,30.21123505,-97.72292087,"(30.21123505, -97.72292087)"
1451,THEFT FROM BUILDING,617,03/19/2019 01:49:00 PM,19-03-2019,1349,RESIDENCE / HOME,1402 PARKER LN,78741,9,3118207,3118207,30.24167606,-97.73117969,"(30.24167606, -97.73117969)"
1458,THEFT,600,03-12-2019 09:00,12-03-2019,900,RESIDENCE / HOME,2000 CEDAR BEND DR,78758,7,3127006,3127006,30.40934374,-97.69873297,"(30.40934374, -97.69873297)"
1459,BURGLARY OF VEHICLE,601,03/29/2019 08:14:00 PM,29-03-2019,2014,STREETS / HWY / ROAD / ALLEY,3800 MOUNT BONNELL RD,78731,10,3104170,3104170,30.32104847,-97.77354003,"(30.32104847, -97.77354003)"
1469,THEFT,600,03/30/2019 01:30:00 AM,30-03-2019,130,STREETS / HWY / ROAD / ALLEY,E 5TH ST / TRINITY ST,78701,9,3115315,3115315,30.26613124,-97.73968374,"(30.26613124, -97.73968374)"
1474,THEFT FROM BUILDING,617,03/25/2019 08:20:00 AM,25-03-2019,820,OTHER / UNKNOWN,2212 SAN GABRIEL ST,78705,9,3112358,3112358,30.28662345,-97.74850422,"(30.28662345, -97.74850422)"
1477,BURGLARY OF VEHICLE,601,03/29/2019 05:00:00 AM,29-03-2019,500,RESIDENCE / HOME,5425 AGATHA CIR,78724,1,3144257,3144257,30.28508455,-97.64745396,"(30.28508455, -97.64745396)"
1478,BURGLARY OF VEHICLE,601,03/27/2019 08:00:00 PM,27-03-2019,2000,RESIDENCE / HOME,3702 S 2ND ST,78704,3,3105871,3105871,30.23048946,-97.77055271,"(30.23048946, -97.77055271)"
1491,AGG ASLT STRANGLE/SUFFOCATE,410,04-01-2019 21:37,01-04-2019,2137,RESIDENCE / HOME,11304 SLIPPERY ELM TRL,78750,6,3090161,3090161,30.45840459,-97.81436595,"(30.45840459, -97.81436595)"
1492,THEFT,600,03/31/2019 06:23:00 PM,31-03-2019,1823,GROCERY / SUPERMARKET,1148 AIRPORT BLVD,78702,3,3128224,3128224,30.27288122,-97.69859769,"(30.27288122, -97.69859769)"
1494,AGG ASSAULT FAM/DATE VIOLENCE,402,03-10-2019 01:30,10-03-2019,130,RESIDENCE / HOME,2409 W SLAUGHTER LN,78748,5,3087777,3087777,30.1751305,-97.82929628,"(30.1751305, -97.82929628)"
1497,THEFT,600,03/29/2019 07:00:00 PM,29-03-2019,1900,COMMUNITY CENTER,500 E 7TH ST,78701,9,3115951,3115951,30.26797616,-97.737619,"(30.26797616, -97.737619)"
1505,THEFT,600,03/19/2019 08:08:00 PM,19-03-2019,2008,CONVENIENCE STORE,9300 S IH 35 SVRD SB,78748,5,3100423,3100423,30.16548757,-97.78952006,"(30.16548757, -97.78952006)"
1517,THEFT OF BICYCLE,609,03/27/2019 12:00:00 AM,27-03-2019,0,PARKING LOTS / GARAGE,1621 E 6TH ST,78702,3,3119810,3119810,30.26254371,-97.7255384,"(30.26254371, -97.7255384)"
1533,THEFT FROM BUILDING,617,03/30/2019 11:34:00 AM,30-03-2019,1134,SHOPPING MALL,2901 S CAPITAL OF TEXAS HWY NB,78746,8,3094135,3094135,30.25788603,-97.80700704,"(30.25788603, -97.80700704)"
1560,AUTO THEFT,700,03/26/2019 07:00:00 PM,26-03-2019,1900,RESIDENCE / HOME,2018 W RUNDBERG LN,78758,4,3120992,3120992,30.37380373,-97.71878043,"(30.37380373, -97.71878043)"
1563,THEFT BY SHOPLIFTING,607,03/20/2019 02:30:00 PM,20-03-2019,1430,GROCERY / SUPERMARKET,6900 BRODIE LN,78749,8,3087289,3087289,30.21577262,-97.82978808,"(30.21577262, -97.82978808)"
1566,THEFT BY SHOPLIFTING,607,04-05-2019 14:55,05-04-2019,1455,GROCERY / SUPERMARKET,6900 BRODIE LN,78749,8,3087289,3087289,30.21577262,-97.82978808,"(30.21577262, -97.82978808)"
1576,BURGLARY NON RESIDENCE,502,03/16/2019 11:34:00 PM,16-03-2019,2334,STREETS / HWY / ROAD / ALLEY,611 NECHES ST,78701,9,3115916,3115916,30.26741215,-97.73774506,"(30.26741215, -97.73774506)"
1581,BURGLARY OF VEHICLE,601,03-04-2019 18:13,04-03-2019,1813,RESIDENCE / HOME,620 S 1ST ST,78704,9,3111492,3111492,30.25698841,-97.75204121,"(30.25698841, -97.75204121)"
1590,THEFT OF LICENSE PLATE,614,04-01-2019 07:50,01-04-2019,750,PARKING LOTS / GARAGE,8132 N LAMAR BLVD SB,78758,4,3123536,3123536,30.35142571,-97.71131926,"(30.35142571, -97.71131926)"
1595,AUTO THEFT,700,02/17/2019 01:30:00 AM,17-02-2019,130,PARKING LOTS / GARAGE,1920 E RIVERSIDE DR,78741,3,3119173,3119173,30.24250177,-97.72809745,"(30.24250177, -97.72809745)"
1631,THEFT BY SHOPLIFTING,607,02/22/2019 11:11:00 AM,22-02-2019,1111,OTHER / UNKNOWN,933 E RUNDBERG LN,78753,4,3131733,3131733,30.35602394,-97.68519796,"(30.35602394, -97.68519796)"
1643,AUTO THEFT,700,03/18/2019 07:30:00 PM,18-03-2019,1930,RESIDENCE / HOME,333 E SLAUGHTER LN,78744,5,3103172,3103172,30.16594943,-97.78080692,"(30.16594943, -97.78080692)"
1645,BURGLARY OF RESIDENCE,500,03/30/2019 06:30:00 PM,30-03-2019,1830,RESIDENCE / HOME,2508 HOWELLWOOD WAY,78748,5,3086657,3086657,30.17478468,-97.8328505,"(30.17478468, -97.8328505)"
1662,THEFT,600,03/31/2019 01:30:00 AM,31-03-2019,130,BAR / NIGHT CLUB,403 E 6TH ST,78701,9,3115468,3115468,30.26678665,-97.73918136,"(30.26678665, -97.73918136)"
1683,AGG ASSAULT,402,03/31/2019 09:30:00 PM,31-03-2019,2130,BAR / NIGHT CLUB,7522 N IH 35 SVRD SB,78752,4,3125968,3125968,30.33847755,-97.70395965,"(30.33847755, -97.70395965)"
1688,AGG ASLT STRANGLE/SUFFOCATE,410,03/31/2019 12:00:00 AM,31-03-2019,0,RESIDENCE / HOME,106 W GARRETT RUN,78753,4,3130443,3130443,30.36779082,-97.68896653,"(30.36779082, -97.68896653)"
1695,BURGLARY OF VEHICLE,601,04-01-2019 00:00,01-04-2019,0,STREETS / HWY / ROAD / ALLEY,8603 RUDDINGTON DR,78748,2,3096664,3096664,30.17866497,-97.8010725,"(30.17866497, -97.8010725)"
1702,THEFT FROM PERSON,610,03/31/2019 01:00:00 AM,31-03-2019,100,BAR / NIGHT CLUB,720 W 6TH ST,78701,9,3111897,3111897,30.27036046,-97.75040038,"(30.27036046, -97.75040038)"
1709,BURGLARY OF RESIDENCE,500,01-09-2019 13:49,09-01-2019,1349,RESIDENCE / HOME,1614 CATTLE TRL,78748,5,3092083,3092083,30.18104274,-97.81551192,"(30.18104274, -97.81551192)"
1715,BURGLARY OF VEHICLE,601,04-01-2019 23:29,01-04-2019,2329,PARKING LOTS / GARAGE,1212 E ANDERSON LN SVRD WB,78753,4,3129859,3129859,30.33545328,-97.69170463,"(30.33545328, -97.69170463)"
1727,AGG ASSAULT,402,03-03-2019 20:09,03-03-2019,2009,RESIDENCE / HOME,4613 E 12TH ST,78721,1,3132105,3132105,30.27838117,-97.6861491,"(30.27838117, -97.6861491)"
1735,BURGLARY NON RESIDENCE,502,03/30/2019 08:33:00 AM,30-03-2019,833,OTHER / UNKNOWN,1192 AIRPORT BLVD,78702,1,3127680,3127680,30.2761355,-97.70023271,"(30.2761355, -97.70023271)"
1740,BURGLARY OF VEHICLE,601,03/31/2019 06:30:00 PM,31-03-2019,1830,PARKING LOTS / GARAGE,11680 RESEARCH BLVD NB,78759,10,3111983,3111983,30.41606374,-97.74622329,"(30.41606374, -97.74622329)"
1756,THEFT,600,03/28/2019 02:57:00 AM,28-03-2019,257,RESIDENCE / HOME,2102 STONE RIVER DR,78745,5,3092240,3092240,30.19340837,-97.81469261,"(30.19340837, -97.81469261)"
1760,BURGLARY NON RESIDENCE,502,01-04-2019 21:00,04-01-2019,2100,RESTAURANTS,9003 WATERFORD CENTRE BLVD,78758,7,3117366,3117366,30.37562087,-97.73023308,"(30.37562087, -97.73023308)"
1768,THEFT,600,03/25/2019 12:18:00 AM,25-03-2019,18,RESIDENCE / HOME,7302 WHISPERING CREEK CIR,78736,8,3071533,3071533,30.23617539,-97.87916479,"(30.23617539, -97.87916479)"
1775,THEFT,600,04-02-2019 20:43,02-04-2019,2043,RESIDENCE / HOME,2101 E BEN WHITE BLVD SVRD EB,78744,2,3114583,3114583,30.21529713,-97.74336678,"(30.21529713, -97.74336678)"
1782,THEFT,600,03/14/2019 11:45:00 AM,14-03-2019,1145,RESIDENCE / HOME,3404 E MARTIN LUTHER KING JR BLVD,78723,1,3127760,3127760,30.2834559,-97.69977949,"(30.2834559, -97.69977949)"
1785,AUTO THEFT,700,04-03-2019 20:00,03-04-2019,2000,STREETS / HWY / ROAD / ALLEY,10426 BLOCK N LAMAR BLVD,78758,4,3129633,3129633,30.37374547,-97.69137259,"(30.37374547, -97.69137259)"
1801,AGG ASLT STRANGLE/SUFFOCATE,410,03/31/2019 08:45:00 PM,31-03-2019,2045,RESIDENCE / HOME,1300 SOUTHPORT DR,78704,3,3104435,3104435,30.23273544,-97.77504142,"(30.23273544, -97.77504142)"
1802,AUTO THEFT,700,01/16/2019 09:00:00 PM,16-01-2019,2100,RESIDENCE / HOME,2009 PARAMOUNT AVE,78704,5,3103652,3103652,30.25232107,-97.77700303,"(30.25232107, -97.77700303)"
1848,THEFT,600,03/22/2019 11:45:00 PM,22-03-2019,2345,COMMERCIAL / OFFICE BUILDING,10111 N LAMAR BLVD,78753,4,3129379,3129379,30.37078232,-97.69225943,"(30.37078232, -97.69225943)"
1855,BURGLARY OF RESIDENCE,500,04-01-2019 04:19,01-04-2019,419,RESIDENCE / HOME,1212 WESTHEIMER DR,78752,4,3129078,3129078,30.32578989,-97.69444533,"(30.32578989, -97.69444533)"
1864,THEFT FROM PERSON,610,03/28/2019 09:04:00 AM,28-03-2019,904,STREETS / HWY / ROAD / ALLEY,500 E 7TH ST,78701,9,3115951,3115951,30.26797616,-97.737619,"(30.26797616, -97.737619)"
1867,THEFT BY SHOPLIFTING,607,03/30/2019 03:07:00 PM,30-03-2019,1507,GROCERY / SUPERMARKET,2701 E 7TH ST,78702,3,3124305,3124305,30.25955661,-97.71137775,"(30.25955661, -97.71137775)"
1872,THEFT,600,03/28/2019 04:37:00 PM,28-03-2019,1637,CONVENIENCE STORE,7200 CAMERON RD,78752,4,3129700,3129700,30.32668116,-97.69244891,"(30.32668116, -97.69244891)"
1879,THEFT,600,03/31/2019 12:40:00 PM,31-03-2019,1240,SCHOOLS / COLLEGES,707 CLYDE LITTLEFIELD DR,78712,1,3118251,3118251,30.28296076,-97.72992731,"(30.28296076, -97.72992731)"
1909,THEFT,600,02-05-2019 13:54,05-02-2019,1354,RESIDENCE / HOME,11900 HOBBY HORSE CT,78758,7,3122323,3122323,30.40485382,-97.71371503,"(30.40485382, -97.71371503)"
1918,BURGLARY OF VEHICLE,601,03/27/2019 05:34:00 PM,27-03-2019,1734,PARKING LOTS / GARAGE,11215 RESEARCH BLVD SVRD NB,78759,6,3112540,3112540,30.40852096,-97.74465827,"(30.40852096, -97.74465827)"
1940,THEFT,600,03-03-2019 17:10,03-03-2019,1710,GROCERY / SUPERMARKET,1000 E 41ST ST,78751,9,3121344,3121344,30.30046112,-97.71965166,"(30.30046112, -97.71965166)"
1945,THEFT,600,03/27/2019 01:00:00 PM,27-03-2019,1300,RESIDENCE / HOME,4800 WEST GATE BLVD,78745,5,3095882,3095882,30.22810549,-97.80225296,"(30.22810549, -97.80225296)"
1949,AGG ROBBERY/DEADLY WEAPON,300,02/21/2019 05:45:00 PM,21-02-2019,1745,PARKING LOTS / GARAGE,411 W MARTIN LUTHER KING JR BLVD,78701,9,3114406,3114406,30.28129164,-97.74215698,"(30.28129164, -97.74215698)"
1954,THEFT,600,02-10-2019 14:00,10-02-2019,1400,RESIDENCE / HOME,10103 PARKFIELD DR,78758,4,3126738,3126738,30.3751629,-97.7005169,"(30.3751629, -97.7005169)"
1967,THEFT,600,03/25/2019 08:29:00 PM,25-03-2019,2029,DEPARTMENT / DISCOUNT STORE,3311 ESPERANZA XING,78758,7,3118196,3118196,30.40007896,-97.72693922,"(30.40007896, -97.72693922)"
1969,BURGLARY OF VEHICLE,601,03/27/2019 04:00:00 PM,27-03-2019,1600,RESIDENCE / HOME,1717 VALERIA ST,78704,5,3105343,3105343,30.25085068,-97.77168498,"(30.25085068, -97.77168498)"
1978,BURGLARY OF VEHICLE,601,03/28/2019 07:30:00 AM,28-03-2019,730,PARKING LOTS / GARAGE,2700 NORTHLAND DR,78756,7,3112155,3112155,30.33466442,-97.74786074,"(30.33466442, -97.74786074)"
1994,BURGLARY OF RESIDENCE,500,03/27/2019 12:48:00 PM,27-03-2019,1248,RESIDENCE / HOME,412 W ST JOHNS AVE,78752,4,3123110,3123110,30.337382,-97.71305172,"(30.337382, -97.71305172)"
1997,AUTO THEFT,700,01/16/2019 07:15:00 PM,16-01-2019,1915,RESIDENCE / HOME,13501 LYNDHURST ST,78717,6,3099833,3099833,30.47470169,-97.7832285,"(30.47470169, -97.7832285)"
2002,THEFT OF BICYCLE,609,03/24/2019 12:50:00 PM,24-03-2019,1250,RESIDENCE / HOME,422 W RIVERSIDE DR,78704,9,3112526,3112526,30.25952831,-97.74869734,"(30.25952831, -97.74869734)"
2005,AUTO THEFT,700,04-01-2019 23:57,01-04-2019,2357,STREETS / HWY / ROAD / ALLEY,9100 NORTH PLZ,78753,4,3131347,3131347,30.35302823,-97.68650434,"(30.35302823, -97.68650434)"
2020,BURGLARY OF RESIDENCE,500,03/21/2019 03:13:00 PM,21-03-2019,1513,RESIDENCE / HOME,4508 CRAIGWOOD DR,78725,1,3140004,3140004,30.27990429,-97.66107573,"(30.27990429, -97.66107573)"
2022,AUTO THEFT,700,03/31/2019 09:30:00 PM,31-03-2019,2130,RESIDENCE / HOME,10007 BROWNIE DR,78753,4,3131604,3131604,30.36535364,-97.68535094,"(30.36535364, -97.68535094)"
2045,THEFT,600,02/13/2019 04:00:00 PM,13-02-2019,1600,COMMERCIAL / OFFICE BUILDING,9405 DESSAU RD,78754,1,3135024,3135024,30.3509592,-97.6749003,"(30.3509592, -97.6749003)"
2071,AUTO THEFT,700,02-05-2019 18:00,05-02-2019,1800,STREETS / HWY / ROAD / ALLEY,2309 LONGVIEW ST,78705,9,3111805,3111805,30.28739821,-97.75023602,"(30.28739821, -97.75023602)"
2085,THEFT,600,03/25/2019 10:00:00 AM,25-03-2019,1000,COMMERCIAL / OFFICE BUILDING,6011 WEST COURTYARD DR,78730,10,3095886,3095886,30.35499361,-97.79891063,"(30.35499361, -97.79891063)"
2090,THEFT,600,03/28/2019 05:00:00 PM,28-03-2019,1700,OTHER / UNKNOWN,2015 E RIVERSIDE DR,78741,3,3119270,3119270,30.23964224,-97.72786734,"(30.23964224, -97.72786734)"
2105,BURGLARY OF VEHICLE,601,03/27/2019 12:30:00 AM,27-03-2019,30,PARKING LOTS / GARAGE,8900 N IH 35 SVRD NB,78753,4,3129863,3129863,30.35273764,-97.69121858,"(30.35273764, -97.69121858)"
2109,THEFT OF BICYCLE,609,04-03-2019 05:55,03-04-2019,555,PARKING LOTS / GARAGE,601 BARTON SPRINGS RD,78704,9,3111924,3111924,30.25820882,-97.75063992,"(30.25820882, -97.75063992)"
2110,THEFT BY SHOPLIFTING,607,03/27/2019 02:30:00 PM,27-03-2019,1430,DEPARTMENT / DISCOUNT STORE,7316 CAMERON RD,78752,4,3130160,3130160,30.32888592,-97.69093011,"(30.32888592, -97.69093011)"
